Loading data for Scheme A (cifar10)...
Starting training for 30 epochs.
Epoch 13: train_loss = 0.5948, val_acc = 0.7914, time = 7.46s
Epoch 14: train_loss = 0.5882, val_acc = 0.7977, time = 7.47s
Epoch 15: train_loss = 0.5763, val_acc = 0.7876, time = 7.45s
Epoch 16: train_loss = 0.5620, val_acc = 0.7936, time = 7.50s
Epoch 17: train_loss = 0.5471, val_acc = 0.7974, time = 7.55s
Epoch 18: train_loss = 0.5409, val_acc = 0.8020, time = 7.45s
Epoch 19: train_loss = 0.5287, val_acc = 0.7976, time = 7.46s
Epoch 20: train_loss = 0.5171, val_acc = 0.8021, time = 7.56s
Epoch 21: train_loss = 0.5105, val_acc = 0.8033, time = 7.53s
Epoch 22: train_loss = 0.4983, val_acc = 0.7996, time = 7.52s
Epoch 23: train_loss = 0.4945, val_acc = 0.8032, time = 7.48s
Epoch 24: train_loss = 0.4876, val_acc = 0.8051, time = 7.54s
Epoch 25: train_loss = 0.4887, val_acc = 0.8041, time = 7.65s
Epoch 26: train_loss = 0.4825, val_acc = 0.8054, time = 7.78s
Epoch 27: train_loss = 0.4826, val_acc = 0.8060, time = 7.77s
Epoch 28: train_loss = 0.4794, val_acc = 0.8076, time = 7.69s
Epoch 29: train_loss = 0.4760, val_acc = 0.8067, time = 7.94s
Epoch 30: train_loss = 0.4758, val_acc = 0.8040, time = 7.69s
Saved C seed 2 model to models_cifar10/scheme_C/seed_2. Final val_acc=0.8081, best=0.8076
Loading data for Scheme C (cifar10)...
Loading matching Scheme A initialization from models_cifar10/scheme_A/seed_3/weights.safetensors...
Starting training for 30 epochs.
Epoch 01: train_loss = 1.0736, val_acc = 0.7331, time = 7.73s
Epoch 02: train_loss = 0.8117, val_acc = 0.7543, time = 7.68s
Epoch 03: train_loss = 0.7414, val_acc = 0.7658, time = 7.64s
Epoch 04: train_loss = 0.7056, val_acc = 0.7457, time = 7.78s
Epoch 05: train_loss = 0.6717, val_acc = 0.7870, time = 7.75s
Epoch 06: train_loss = 0.6404, val_acc = 0.7977, time = 7.73s
Epoch 07: train_loss = 0.6176, val_acc = 0.7875, time = 7.66s
Epoch 08: train_loss = 0.5979, val_acc = 0.7854, time = 7.80s
Epoch 09: train_loss = 0.5814, val_acc = 0.7887, time = 7.79s
Epoch 10: train_loss = 0.5636, val_acc = 0.7979, time = 7.67s
Epoch 11: train_loss = 0.5431, val_acc = 0.7948, time = 7.94s
Epoch 12: train_loss = 0.5282, val_acc = 0.7919, time = 7.89s
Epoch 13: train_loss = 0.5216, val_acc = 0.8011, time = 7.67s
Epoch 14: train_loss = 0.5009, val_acc = 0.8031, time = 8.21s
Epoch 15: train_loss = 0.4863, val_acc = 0.8072, time = 193.79s
Epoch 16: train_loss = 0.4725, val_acc = 0.8106, time = 7.76s
Epoch 17: train_loss = 0.4611, val_acc = 0.7968, time = 7.62s
Epoch 18: train_loss = 0.4523, val_acc = 0.8129, time = 7.50s
Epoch 19: train_loss = 0.4400, val_acc = 0.8095, time = 7.51s
Epoch 20: train_loss = 0.4254, val_acc = 0.8120, time = 7.42s
Epoch 21: train_loss = 0.4211, val_acc = 0.8117, time = 7.55s
Epoch 22: train_loss = 0.4140, val_acc = 0.8116, time = 7.49s
Epoch 23: train_loss = 0.4094, val_acc = 0.8137, time = 7.46s
Epoch 24: train_loss = 0.4009, val_acc = 0.8110, time = 7.39s
Epoch 25: train_loss = 0.4006, val_acc = 0.8152, time = 7.58s
Epoch 26: train_loss = 0.3899, val_acc = 0.8146, time = 7.48s
Epoch 27: train_loss = 0.3874, val_acc = 0.8152, time = 7.47s
Epoch 28: train_loss = 0.3925, val_acc = 0.8140, time = 7.45s
Epoch 29: train_loss = 0.3892, val_acc = 0.8146, time = 7.51s
Epoch 30: train_loss = 0.3922, val_acc = 0.8162, time = 7.50s
Saved C seed 3 model to models_cifar10/scheme_C/seed_3. Final val_acc=0.8133, best=0.8162
Loading data for Scheme C (cifar10)...
Loading matching Scheme A initialization from models_cifar10/scheme_A/seed_4/weights.safetensors...
Starting training for 30 epochs.
Epoch 01: train_loss = 0.8862, val_acc = 0.7740, time = 7.62s
Epoch 02: train_loss = 0.7012, val_acc = 0.6899, time = 8.02s
Epoch 03: train_loss = 0.6496, val_acc = 0.7715, time = 437.49s
Epoch 04: train_loss = 0.6092, val_acc = 0.7642, time = 7.94s
Epoch 05: train_loss = 0.5769, val_acc = 0.7781, time = 7.53s
Epoch 06: train_loss = 0.5494, val_acc = 0.7828, time = 7.56s
Epoch 07: train_loss = 0.5267, val_acc = 0.7926, time = 7.69s
Epoch 08: train_loss = 0.5086, val_acc = 0.7884, time = 7.56s
Epoch 09: train_loss = 0.4874, val_acc = 0.7966, time = 7.54s
Epoch 10: train_loss = 0.4708, val_acc = 0.7870, time = 7.49s
Epoch 11: train_loss = 0.4554, val_acc = 0.8009, time = 7.54s
Epoch 12: train_loss = 0.4469, val_acc = 0.7523, time = 7.49s
Epoch 13: train_loss = 0.4263, val_acc = 0.7873, time = 7.55s
Epoch 14: train_loss = 0.4108, val_acc = 0.7948, time = 7.52s
Epoch 15: train_loss = 0.3928, val_acc = 0.8056, time = 7.60s
Epoch 16: train_loss = 0.3868, val_acc = 0.8022, time = 7.52s
Epoch 17: train_loss = 0.3738, val_acc = 0.8119, time = 7.67s
Epoch 18: train_loss = 0.3623, val_acc = 0.8093, time = 7.56s
Epoch 19: train_loss = 0.3481, val_acc = 0.8090, time = 8.00s
Epoch 20: train_loss = 0.3420, val_acc = 0.8126, time = 15.74s
Epoch 21: train_loss = 0.3276, val_acc = 0.8153, time = 7.85s
Epoch 22: train_loss = 0.3220, val_acc = 0.8133, time = 7.47s
Epoch 23: train_loss = 0.3156, val_acc = 0.8115, time = 7.52s
Epoch 24: train_loss = 0.3092, val_acc = 0.8115, time = 7.49s
Epoch 25: train_loss = 0.3037, val_acc = 0.8137, time = 7.45s
Epoch 26: train_loss = 0.3057, val_acc = 0.8156, time = 7.52s
Epoch 27: train_loss = 0.3010, val_acc = 0.8115, time = 7.58s
Epoch 28: train_loss = 0.2992, val_acc = 0.8147, time = 7.60s
Epoch 29: train_loss = 0.2985, val_acc = 0.8144, time = 7.47s
Epoch 30: train_loss = 0.2954, val_acc = 0.8105, time = 7.47s
Saved C seed 4 model to models_cifar10/scheme_C/seed_4. Final val_acc=0.8117, best=0.8156
Loading data for Scheme C (cifar10)...
Loading matching Scheme A initialization from models_cifar10/scheme_A/seed_5/weights.safetensors...
Starting training for 30 epochs.
Epoch 01: train_loss = 0.9445, val_acc = 0.7475, time = 7.49s
Epoch 02: train_loss = 0.7579, val_acc = 0.7607, time = 7.52s
Epoch 03: train_loss = 0.6922, val_acc = 0.7572, time = 7.44s
Epoch 04: train_loss = 0.6631, val_acc = 0.7567, time = 7.52s
Epoch 05: train_loss = 0.6365, val_acc = 0.7813, time = 7.42s
Epoch 06: train_loss = 0.6134, val_acc = 0.7766, time = 7.51s
Epoch 07: train_loss = 0.5900, val_acc = 0.7941, time = 8.38s
Epoch 08: train_loss = 0.5676, val_acc = 0.7898, time = 17.58s
Epoch 09: train_loss = 0.5559, val_acc = 0.7693, time = 7.56s
Epoch 10: train_loss = 0.5334, val_acc = 0.7946, time = 7.51s
Epoch 11: train_loss = 0.5184, val_acc = 0.7868, time = 7.66s
Epoch 12: train_loss = 0.5084, val_acc = 0.7789, time = 7.57s
Epoch 13: train_loss = 0.4950, val_acc = 0.7982, time = 7.56s
Epoch 14: train_loss = 0.4778, val_acc = 0.7970, time = 7.52s
Epoch 15: train_loss = 0.4597, val_acc = 0.8017, time = 7.57s
Epoch 16: train_loss = 0.4567, val_acc = 0.7982, time = 7.56s
Epoch 17: train_loss = 0.4351, val_acc = 0.8018, time = 7.55s
Epoch 18: train_loss = 0.4310, val_acc = 0.8050, time = 7.54s
Epoch 19: train_loss = 0.4162, val_acc = 0.8019, time = 7.53s
Epoch 20: train_loss = 0.4023, val_acc = 0.8061, time = 7.50s
Epoch 21: train_loss = 0.3976, val_acc = 0.8108, time = 7.53s
Epoch 22: train_loss = 0.3894, val_acc = 0.8102, time = 7.52s
Epoch 23: train_loss = 0.3808, val_acc = 0.8096, time = 7.53s
Epoch 24: train_loss = 0.3782, val_acc = 0.8118, time = 7.62s
Epoch 25: train_loss = 0.3729, val_acc = 0.8095, time = 7.91s
Epoch 26: train_loss = 0.3642, val_acc = 0.8117, time = 71.87s
Epoch 27: train_loss = 0.3597, val_acc = 0.8137, time = 7.61s
Epoch 28: train_loss = 0.3569, val_acc = 0.8126, time = 7.55s
Epoch 29: train_loss = 0.3633, val_acc = 0.8122, time = 7.62s
Epoch 30: train_loss = 0.3623, val_acc = 0.8116, time = 7.63s
Saved C seed 5 model to models_cifar10/scheme_C/seed_5. Final val_acc=0.8058, best=0.8137

=== Training Scheme A, Seed 1 ===

=== Training Scheme A, Seed 2 ===

=== Training Scheme A, Seed 3 ===

=== Training Scheme A, Seed 4 ===

=== Training Scheme A, Seed 5 ===

=== Training Scheme B, Seed 1 ===

=== Training Scheme B, Seed 2 ===

=== Training Scheme B, Seed 3 ===

=== Training Scheme B, Seed 4 ===

=== Training Scheme B, Seed 5 ===

=== Training Scheme C, Seed 1 ===

=== Training Scheme C, Seed 2 ===

=== Training Scheme C, Seed 3 ===

=== Training Scheme C, Seed 4 ===

=== Training Scheme C, Seed 5 ===

=== ALL TRAINING COMPLETE ===
